Serial number: 553132313031082E13,,,,,,,,,,,
Software version: 3.0,,,,,,,,,,,
,,,,,,,,,,,
millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber
487999,1710777286, 2024/3/18 15:54:46,56.62,26.72,472.88,2613.94,4184.57,43.91,30.94,2539,243
489999,1710777288, 2024/3/18 15:54:48,56.63,26.76,473.25,2614.31,4184.57,43.91,30.94,2539,244
491999,1710777290, 2024/3/18 15:54:50,56.61,26.76,473.63,2614.5,4096.68,43.91,30.94,2539,245
494000,1710777292, 2024/3/18 15:54:52,56.64,26.82,474,2614.69,4111.33,43.91,30.94,2539,246
495998,1710777294, 2024/3/18 15:54:54,56.63,26.82,474.38,2615.06,4111.33,43.91,30.94,2539,247
497998,1710777296, 2024/3/18 15:54:56,56.58,26.82,474.38,2614.31,4194.34,43.91,30.94,2539,248
499999,1710777298, 2024/3/18 15:54:58,56.59,26.81,474.56,2614.69,4194.34,43.91,30.94,2539,249
501999,1710777300, 2024/3/18 15:55:0,56.56,26.83,474.94,2614.87,4194.34,43.91,30.94,2539,250
503999,1710777302, 2024/3/18 15:55:2,56.56,26.84,476.06,2615.81,4184.57,43.65,31.09,2544,251
505999,1710777304, 2024/3/18 15:55:4,56.56,26.86,476.25,2616,4184.57,43.65,31.09,2544,252
507999,1710777306, 2024/3/18 15:55:6,56.54,26.87,476.81,2616.19,4184.57,43.65,31.09,2544,253
509999,1710777308, 2024/3/18 15:55:8,56.52,26.89,477.19,2616.37,4184.57,43.65,31.09,2544,254
512000,1710777310, 2024/3/18 15:55:10,56.5,26.89,477.38,2616.56,4096.68,43.65,31.09,2544,255
513999,1710777312, 2024/3/18 15:55:12,56.46,26.91,477.75,2616.56,4096.68,43.65,31.09,2544,256
515999,1710777314, 2024/3/18 15:55:14,56.47,26.92,478.31,2616.94,4111.33,43.65,31.09,2544,257
517998,1710777316, 2024/3/18 15:55:16,56.45,26.93,478.13,2616.94,4199.22,43.65,31.09,2544,258
519999,1710777318, 2024/3/18 15:55:18,56.45,26.94,478.31,2616.75,4194.34,43.65,31.09,2544,259
521999,1710777320, 2024/3/18 15:55:20,56.42,26.94,478.69,2616.94,4194.34,43.65,31.09,2544,260
523999,1710777322, 2024/3/18 15:55:22,56.42,26.97,479.81,2617.69,4184.57,43.41,31.24,2540,261
525999,1710777324, 2024/3/18 15:55:24,56.37,26.98,480,2618.06,4184.57,43.41,31.24,2540,262
527998,1710777326, 2024/3/18 15:55:26,56.4,26.97,480.56,2617.87,4184.57,43.41,31.24,2540,263
529998,1710777328, 2024/3/18 15:55:28,56.36,26.96,480.75,2618.06,4184.57,43.41,31.24,2540,264
531998,1710777330, 2024/3/18 15:55:30,56.38,26.99,480.94,2618.25,4184.57,43.41,31.24,2540,265
533999,1710777332, 2024/3/18 15:55:32,56.33,27.01,481.5,2618.44,4184.57,43.41,31.24,2540,266
535999,1710777334, 2024/3/18 15:55:34,56.31,27.02,481.88,2619,4184.57,43.41,31.24,2540,267
538000,1710777336, 2024/3/18 15:55:36,56.31,27.01,481.69,2618.44,4194.34,43.41,31.24,2540,268
539999,1710777338, 2024/3/18 15:55:38,56.27,27.02,482.06,2618.81,4194.34,43.41,31.24,2540,269
542000,1710777340, 2024/3/18 15:55:40,56.3,27.05,482.44,2618.81,4194.34,43.41,31.24,2540,270
544000,1710777342, 2024/3/18 15:55:42,56.29,27.07,483.38,2619.75,4184.57,43.17,31.39,2542,271
545999,1710777344, 2024/3/18 15:55:44,56.29,27.09,483.75,2619.56,4184.57,43.17,31.39,2542,272
547999,1710777346, 2024/3/18 15:55:46,56.24,27.07,484.13,2620.12,4184.57,43.17,31.39,2542,273
549999,1710777348, 2024/3/18 15:55:48,56.24,27.08,484.5,2620.12,4184.57,43.17,31.39,2542,274
551999,1710777350, 2024/3/18 15:55:50,56.24,27.1,484.88,2620.31,4096.68,43.17,31.39,2542,275
553998,1710777352, 2024/3/18 15:55:52,56.21,27.12,485.25,2620.31,4096.68,43.17,31.39,2542,276
555999,1710777354, 2024/3/18 15:55:54,56.23,27.15,485.63,2620.69,4111.33,43.17,31.39,2542,277
558000,1710777356, 2024/3/18 15:55:56,56.18,27.15,485.63,2620.31,4194.34,43.17,31.39,2542,278
560000,1710777358, 2024/3/18 15:55:58,56.16,27.13,486,2620.5,4194.34,43.17,31.39,2542,279
561998,1710777360, 2024/3/18 15:56:0,56.15,27.15,486.38,2620.87,4194.34,43.17,31.39,2542,280
563999,1710777362, 2024/3/18 15:56:2,56.15,27.17,487.31,2621.44,4184.57,42.91,31.54,2548,281
565999,1710777364, 2024/3/18 15:56:4,56.13,27.17,487.69,2621.62,4184.57,42.91,31.54,2548,282
567999,1710777366, 2024/3/18 15:56:6,56.12,27.18,488.25,2621.62,4184.57,42.91,31.54,2548,283
569999,1710777368, 2024/3/18 15:56:8,56.11,27.19,488.63,2622.19,4184.57,42.91,31.54,2548,284
571999,1710777370, 2024/3/18 15:56:10,56.11,27.21,489,2622,4096.68,42.91,31.54,2548,285
573999,1710777372, 2024/3/18 15:56:12,56.08,27.22,489.19,2622.37,4096.68,42.91,31.54,2548,286
576000,1710777374, 2024/3/18 15:56:14,56.07,27.24,489.56,2622.19,4111.33,42.91,31.54,2548,287
577999,1710777376, 2024/3/18 15:56:16,56.05,27.21,489.56,2622.19,4194.34,42.91,31.54,2548,288
579999,1710777378, 2024/3/18 15:56:18,56.05,27.24,489.94,2622.37,4194.34,42.91,31.54,2548,289
581999,1710777380, 2024/3/18 15:56:20,56.01,27.26,490.5,2622.37,4194.34,42.91,31.54,2548,290
583999,1710777382, 2024/3/18 15:56:22,56.04,27.28,491.44,2623.12,4184.57,42.66,31.68,2546,291
586000,1710777384, 2024/3/18 15:56:24,55.98,27.27,491.81,2623.5,4184.57,42.66,31.68,2546,292
587999,1710777386, 2024/3/18 15:56:26,55.97,27.28,492.19,2623.31,4184.57,42.66,31.68,2546,293
590000,1710777388, 2024/3/18 15:56:28,56,27.3,492.56,2623.5,4184.57,42.66,31.68,2546,294
592000,1710777390, 2024/3/18 15:56:30,55.96,27.31,492.94,2623.88,4096.68,42.66,31.68,2546,295
593999,1710777392, 2024/3/18 15:56:32,55.93,27.32,493.31,2624.06,4096.68,42.66,31.68,2546,296
595999,1710777394, 2024/3/18 15:56:34,55.95,27.32,493.88,2623.88,4111.33,42.66,31.68,2546,297
597999,1710777396, 2024/3/18 15:56:36,55.93,27.32,493.69,2623.88,4194.34,42.66,31.68,2546,298
599999,1710777398, 2024/3/18 15:56:38,55.91,27.32,494.25,2624.06,4194.34,42.66,31.68,2546,299
601999,1710777400, 2024/3/18 15:56:40,55.89,27.36,494.44,2623.88,4194.34,42.66,31.68,2546,300
603999,1710777402, 2024/3/18 15:56:42,55.93,27.34,495.38,2624.62,4184.57,42.41,31.82,2550,301
605999,1710777404, 2024/3/18 15:56:44,55.89,27.37,495.75,2624.81,4184.57,42.41,31.82,2550,302
608000,1710777406, 2024/3/18 15:56:46,55.84,27.38,496.31,2625,4184.57,42.41,31.82,2550,303
609998,1710777408, 2024/3/18 15:56:48,55.87,27.37,496.69,2625,4184.57,42.41,31.82,2550,304
611999,1710777410, 2024/3/18 15:56:50,55.82,27.39,497.25,2625.37,4096.68,42.41,31.82,2550,305
613999,1710777412, 2024/3/18 15:56:52,55.81,27.4,497.63,2625.37,4096.68,42.41,31.82,2550,306
615999,1710777414, 2024/3/18 15:56:54,55.8,27.41,498,2625.56,4111.33,42.41,31.82,2550,307
617999,1710777416, 2024/3/18 15:56:56,55.8,27.42,498,2625,4194.34,42.41,31.82,2550,308
619999,1710777418, 2024/3/18 15:56:58,55.8,27.42,498.38,2625.37,4194.34,42.41,31.82,2550,309
621999,1710777420, 2024/3/18 15:57:0,55.76,27.46,498.75,2625.37,4194.34,42.41,31.82,2550,310
623998,1710777422, 2024/3/18 15:57:2,55.78,27.45,499.69,2625.94,4184.57,42.16,31.94,2548,311
625999,1710777424, 2024/3/18 15:57:4,55.74,27.45,500.25,2626.31,4184.57,42.16,31.94,2548,312
628000,1710777426, 2024/3/18 15:57:6,55.72,27.46,500.63,2626.5,4184.57,42.16,31.94,2548,313
629999,1710777428, 2024/3/18 15:57:8,55.73,27.49,501,2626.5,4184.57,42.16,31.94,2548,314
631999,1710777430, 2024/3/18 15:57:10,55.72,27.49,501.38,2626.87,4096.68,42.16,31.94,2548,315
634000,1710777432, 2024/3/18 15:57:12,55.68,27.49,501.94,2626.87,4096.68,42.16,31.94,2548,316
636000,1710777434, 2024/3/18 15:57:14,55.66,27.49,502.31,2627.06,4111.33,42.16,31.94,2548,317
638000,1710777436, 2024/3/18 15:57:16,55.64,27.5,502.13,2626.69,4194.34,42.16,31.94,2548,318
639998,1710777438, 2024/3/18 15:57:18,55.68,27.51,502.5,2626.5,4194.34,42.16,31.94,2548,319
641999,1710777440, 2024/3/18 15:57:20,55.65,27.51,502.88,2627.25,4194.34,42.16,31.94,2548,320
643999,1710777442, 2024/3/18 15:57:22,55.64,27.54,504.19,2627.62,4184.57,41.92,32.08,2549,321
645999,1710777444, 2024/3/18 15:57:24,55.61,27.54,504.37,2627.81,4184.57,41.92,32.08,2549,322
647999,1710777446, 2024/3/18 15:57:26,55.6,27.54,504.94,2627.81,4184.57,41.92,32.08,2549,323
649999,1710777448, 2024/3/18 15:57:28,55.6,27.55,505.5,2628,4184.57,41.92,32.08,2549,324
651999,1710777450, 2024/3/18 15:57:30,55.62,27.57,505.88,2628,4096.68,41.92,32.08,2549,325
654000,1710777452, 2024/3/18 15:57:32,55.58,27.57,506.25,2628.19,4096.68,41.92,32.08,2549,326
656000,1710777454, 2024/3/18 15:57:34,55.57,27.61,506.63,2628.37,4096.68,41.92,32.08,2549,327
657999,1710777456, 2024/3/18 15:57:36,55.56,27.59,506.63,2628,4194.34,41.92,32.08,2549,328
659999,1710777458, 2024/3/18 15:57:38,55.53,27.59,506.81,2628,4194.34,41.92,32.08,2549,329
661999,1710777460, 2024/3/18 15:57:40,55.55,27.6,507.38,2628.19,4194.34,41.92,32.08,2549,330
663999,1710777462, 2024/3/18 15:57:42,55.54,27.63,508.31,2628.94,4184.57,41.69,32.19,2554,331
665999,1710777464, 2024/3/18 15:57:44,55.53,27.62,508.88,2629.31,4184.57,41.69,32.19,2554,332
668000,1710777466, 2024/3/18 15:57:46,55.49,27.62,509.25,2629.12,4184.57,41.69,32.19,2554,333
669999,1710777468, 2024/3/18 15:57:48,55.51,27.65,509.81,2629.31,4184.57,41.69,32.19,2554,334
672000,1710777470, 2024/3/18 15:57:50,55.46,27.66,510.19,2629.5,4096.68,41.69,32.19,2554,335
673999,1710777472, 2024/3/18 15:57:52,55.48,27.66,510.56,2629.5,4096.68,41.69,32.19,2554,336
675999,1710777474, 2024/3/18 15:57:54,55.44,27.69,510.94,2629.87,4111.33,41.69,32.19,2554,337
677999,1710777476, 2024/3/18 15:57:56,55.43,27.68,510.94,2629.12,4194.34,41.69,32.19,2554,338
679999,1710777478, 2024/3/18 15:57:58,55.43,27.68,511.13,2629.5,4194.34,41.69,32.19,2554,339
681999,1710777480, 2024/3/18 15:58:0,55.43,27.69,511.69,2629.69,4194.34,41.69,32.19,2554,340
683999,1710777482, 2024/3/18 15:58:2,55.4,27.7,512.63,2630.44,4184.57,41.46,32.3,2548,341
685999,1710777484, 2024/3/18 15:58:4,55.4,27.7,513.19,2630.25,4184.57,41.46,32.3,2548,342
687998,1710777486, 2024/3/18 15:58:6,55.4,27.73,513.56,2630.44,4184.57,41.46,32.3,2548,343
689999,1710777488, 2024/3/18 15:58:8,55.35,27.72,513.94,2630.81,4184.57,41.46,32.3,2548,344
691999,1710777490, 2024/3/18 15:58:10,55.33,27.72,514.31,2630.81,4096.68,41.46,32.3,2548,345
693999,1710777492, 2024/3/18 15:58:12,55.36,27.71,514.69,2630.81,4096.68,41.46,32.3,2548,346
695999,1710777494, 2024/3/18 15:58:14,55.36,27.76,515.06,2631.19,4111.33,41.46,32.3,2548,347
697998,1710777496, 2024/3/18 15:58:16,55.34,27.76,515.06,2630.44,4194.34,41.46,32.3,2548,348
699999,1710777498, 2024/3/18 15:58:18,55.31,27.76,515.44,2630.44,4194.34,41.46,32.3,2548,349
701999,1710777500, 2024/3/18 15:58:20,55.29,27.75,515.81,2630.81,4194.34,41.46,32.3,2548,350
703998,1710777502, 2024/3/18 15:58:22,55.27,27.77,516.94,2631.37,4184.57,41.23,32.41,2549,351
705998,1710777504, 2024/3/18 15:58:24,55.26,27.8,517.13,2631.56,4184.57,41.23,32.41,2549,352
707999,1710777506, 2024/3/18 15:58:26,55.28,27.78,517.5,2631.94,4184.57,41.23,32.41,2549,353
710000,1710777508, 2024/3/18 15:58:28,55.23,27.8,518.06,2631.94,4184.57,41.23,32.41,2549,354
711999,1710777510, 2024/3/18 15:58:30,55.22,27.81,518.44,2632.13,4184.57,41.23,32.41,2549,355
714000,1710777512, 2024/3/18 15:58:32,55.23,27.82,519,2632.31,4184.57,41.23,32.41,2549,356
715999,1710777514, 2024/3/18 15:58:34,55.22,27.84,519.38,2632.31,4184.57,41.23,32.41,2549,357
717999,1710777516, 2024/3/18 15:58:36,55.2,27.83,519,2631.75,4194.34,41.23,32.41,2549,358
720000,1710777518, 2024/3/18 15:58:38,55.18,27.83,519.56,2631.94,4194.34,41.23,32.41,2549,359
721999,1710777520, 2024/3/18 15:58:40,55.16,27.84,519.94,2632.13,4194.34,41.23,32.41,2549,360
723998,1710777522, 2024/3/18 15:58:42,55.16,27.85,520.69,2632.87,4184.57,41.01,32.52,2550,361
725999,1710777524, 2024/3/18 15:58:44,55.17,27.86,521.25,2633.06,4184.57,41.01,32.52,2550,362
727999,1710777526, 2024/3/18 15:58:46,55.11,27.87,521.81,2632.87,4184.57,41.01,32.52,2550,363
729999,1710777528, 2024/3/18 15:58:48,55.15,27.86,522,2633.06,4184.57,41.01,32.52,2550,364
731999,1710777530, 2024/3/18 15:58:50,55.12,27.88,522.38,2633.06,4184.57,41.01,32.52,2550,365
733999,1710777532, 2024/3/18 15:58:52,55.11,27.91,522.75,2633.44,4096.68,41.01,32.52,2550,366
735998,1710777534, 2024/3/18 15:58:54,55.1,27.88,523.13,2633.44,4096.68,41.01,32.52,2550,367
737999,1710777536, 2024/3/18 15:58:56,55.1,27.92,522.94,2632.87,4194.34,41.01,32.52,2550,368
739998,1710777538, 2024/3/18 15:58:58,55.06,27.9,523.31,2633.25,4194.34,41.01,32.52,2550,369
741999,1710777540, 2024/3/18 15:59:0,55.06,27.92,523.88,2633.06,4194.34,41.01,32.52,2550,370
744000,1710777542, 2024/3/18 15:59:2,55.06,27.92,524.81,2633.81,4184.57,40.81,32.64,2549,371
745999,1710777544, 2024/3/18 15:59:4,55.06,27.94,525,2634,4184.57,40.81,32.64,2549,372
747999,1710777546, 2024/3/18 15:59:6,55.02,27.95,525.56,2634,4184.57,40.81,32.64,2549,373
749999,1710777548, 2024/3/18 15:59:8,55.04,27.94,525.94,2634.37,4184.57,40.81,32.64,2549,374
751998,1710777550, 2024/3/18 15:59:10,55,27.95,526.31,2634.37,4184.57,40.81,32.64,2549,375
753998,1710777552, 2024/3/18 15:59:12,54.99,27.96,526.5,2634.56,4091.8,40.81,32.64,2549,376
755999,1710777554, 2024/3/18 15:59:14,54.98,27.98,527.06,2634.37,4091.8,40.81,32.64,2549,377
757999,1710777556, 2024/3/18 15:59:16,54.96,27.98,527.06,2634,4194.34,40.81,32.64,2549,378
760000,1710777558, 2024/3/18 15:59:18,54.96,27.99,527.25,2634.19,4194.34,40.81,32.64,2549,379
761999,1710777560, 2024/3/18 15:59:20,54.97,28,527.81,2634.19,4194.34,40.81,32.64,2549,380
763999,1710777562, 2024/3/18 15:59:22,54.92,28.01,528.75,2635.12,4184.57,40.6,32.74,2554,381
766000,1710777564, 2024/3/18 15:59:24,54.93,28.02,529.13,2635.12,4184.57,40.6,32.74,2554,382
767998,1710777566, 2024/3/18 15:59:26,54.91,27.99,529.5,2635.31,4184.57,40.6,32.74,2554,383
769999,1710777568, 2024/3/18 15:59:28,54.93,28.01,529.88,2635.31,4184.57,40.6,32.74,2554,384
772000,1710777570, 2024/3/18 15:59:30,54.89,28.04,530.25,2635.31,4184.57,40.6,32.74,2554,385
773999,1710777572, 2024/3/18 15:59:32,54.89,28.03,530.63,2635.31,4096.68,40.6,32.74,2554,386
775999,1710777574, 2024/3/18 15:59:34,54.87,28.04,531.19,2635.69,4096.68,40.6,32.74,2554,387
777999,1710777576, 2024/3/18 15:59:36,54.86,28.05,531,2635.12,4194.34,40.6,32.74,2554,388
779999,1710777578, 2024/3/18 15:59:38,54.89,28.07,531.38,2635.5,4194.34,40.6,32.74,2554,389
781999,1710777580, 2024/3/18 15:59:40,54.84,28.06,531.75,2635.31,4194.34,40.6,32.74,2554,390
783998,1710777582, 2024/3/18 15:59:42,54.81,28.05,532.69,2636.06,4184.57,40.4,32.82,2546,391
785999,1710777584, 2024/3/18 15:59:44,54.81,28.09,533.06,2636.06,4184.57,40.4,32.82,2546,392
787999,1710777586, 2024/3/18 15:59:46,54.81,28.08,533.44,2636.25,4184.57,40.4,32.82,2546,393
789999,1710777588, 2024/3/18 15:59:48,54.8,28.11,534,2636.25,4184.57,40.4,32.82,2546,394
791999,1710777590, 2024/3/18 15:59:50,54.79,28.09,534.38,2636.62,4096.68,40.4,32.82,2546,395
793999,1710777592, 2024/3/18 15:59:52,54.77,28.11,534.75,2636.44,4096.68,40.4,32.82,2546,396
795999,1710777594, 2024/3/18 15:59:54,54.78,28.11,535.13,2636.62,4096.68,40.4,32.82,2546,397
798000,1710777596, 2024/3/18 15:59:56,54.75,28.12,534.94,2636.25,4194.34,40.4,32.82,2546,398
800000,1710777598, 2024/3/18 15:59:58,54.72,28.12,535.5,2636.25,4194.34,40.4,32.82,2546,399
801998,1710777600, 2024/3/18 16:0:0,54.73,28.15,535.88,2636.25,4194.34,40.4,32.82,2546,400
803998,1710777602, 2024/3/18 16:0:2,54.71,28.14,536.81,2637,4184.57,40.2,32.94,2555,401
805999,1710777604, 2024/3/18 16:0:4,54.68,28.15,537.19,2637.19,4184.57,40.2,32.94,2555,402
807999,1710777606, 2024/3/18 16:0:6,54.67,28.16,537.38,2637.19,4184.57,40.2,32.94,2555,403
809999,1710777608, 2024/3/18 16:0:8,54.67,28.13,538.13,2637.37,4184.57,40.2,32.94,2555,404
811999,1710777610, 2024/3/18 16:0:10,54.66,28.15,538.5,2637.56,4184.57,40.2,32.94,2555,405
813999,1710777612, 2024/3/18 16:0:12,54.65,28.16,538.88,2637.56,4096.68,40.2,32.94,2555,406
816000,1710777614, 2024/3/18 16:0:14,54.62,28.16,539.44,2637.75,4096.68,40.2,32.94,2555,407
817999,1710777616, 2024/3/18 16:0:16,54.65,28.2,539.25,2637.19,4194.34,40.2,32.94,2555,408
819999,1710777618, 2024/3/18 16:0:18,54.63,28.18,539.63,2637.19,4194.34,40.2,32.94,2555,409
821999,1710777620, 2024/3/18 16:0:20,54.61,28.2,540,2637.19,4194.34,40.2,32.94,2555,410
824000,1710777622, 2024/3/18 16:0:22,54.6,28.2,541.13,2638.12,4184.57,40,33.02,2553,411
825999,1710777624, 2024/3/18 16:0:24,54.58,28.19,541.5,2638.31,4184.57,40,33.02,2553,412
827999,1710777626, 2024/3/18 16:0:26,54.59,28.23,541.88,2638.12,4184.57,40,33.02,2553,413
829999,1710777628, 2024/3/18 16:0:28,54.54,28.23,542.44,2638.31,4184.57,40,33.02,2553,414
831998,1710777630, 2024/3/18 16:0:30,54.54,28.24,542.63,2638.5,4184.57,40,33.02,2553,415
833999,1710777632, 2024/3/18 16:0:32,54.51,28.23,543,2638.69,4096.68,40,33.02,2553,416
835998,1710777634, 2024/3/18 16:0:34,54.53,28.25,543.56,2638.69,4096.68,40,33.02,2553,417
837999,1710777636, 2024/3/18 16:0:36,54.48,28.24,543.38,2637.94,4194.34,40,33.02,2553,418
839999,1710777638, 2024/3/18 16:0:38,54.51,28.25,543.75,2638.31,4194.34,40,33.02,2553,419
841999,1710777640, 2024/3/18 16:0:40,54.48,28.28,544.13,2638.31,4194.34,40,33.02,2553,420
844000,1710777642, 2024/3/18 16:0:42,54.48,28.26,545.06,2639.06,4184.57,39.82,33.11,2555,421
845999,1710777644, 2024/3/18 16:0:44,54.48,28.26,545.63,2639.06,4184.57,39.82,33.11,2555,422
848000,1710777646, 2024/3/18 16:0:46,54.47,28.28,545.81,2639.06,4184.57,39.82,33.11,2555,423
849999,1710777648, 2024/3/18 16:0:48,54.46,28.28,546.38,2639.25,4184.57,39.82,33.11,2555,424
851999,1710777650, 2024/3/18 16:0:50,54.44,28.29,546.75,2639.44,4184.57,39.82,33.11,2555,425
853999,1710777652, 2024/3/18 16:0:52,54.41,28.3,547.13,2639.62,4091.8,39.82,33.11,2555,426
855999,1710777654, 2024/3/18 16:0:54,54.4,28.28,547.5,2639.62,4096.68,39.82,33.11,2555,427
857998,1710777656, 2024/3/18 16:0:56,54.43,28.32,547.31,2638.87,4194.34,39.82,33.11,2555,428
859999,1710777658, 2024/3/18 16:0:58,54.39,28.32,547.88,2639.25,4194.34,39.82,33.11,2555,429
861999,1710777660, 2024/3/18 16:1:0,54.4,28.29,548.06,2639.44,4194.34,39.82,33.11,2555,430
864000,1710777662, 2024/3/18 16:1:2,54.39,28.33,549.19,2639.81,4184.57,39.63,33.19,2555,431
865998,1710777664, 2024/3/18 16:1:4,54.35,28.34,549.56,2640,4184.57,39.63,33.19,2555,432
867999,1710777666, 2024/3/18 16:1:6,54.34,28.35,550.13,2640,4184.57,39.63,33.19,2555,433
869999,1710777668, 2024/3/18 16:1:8,54.36,28.35,550.31,2640.19,4184.57,39.63,33.19,2555,434
871999,1710777670, 2024/3/18 16:1:10,54.33,28.36,550.88,2640.19,4096.68,39.63,33.19,2555,435
874000,1710777672, 2024/3/18 16:1:12,54.31,28.38,551.25,2640.56,4096.68,39.63,33.19,2555,436
875999,1710777674, 2024/3/18 16:1:14,54.34,28.38,551.44,2640.56,4096.68,39.63,33.19,2555,437
878000,1710777676, 2024/3/18 16:1:16,54.28,28.35,551.25,2640.38,4194.34,39.63,33.19,2555,438
880000,1710777678, 2024/3/18 16:1:18,54.27,28.38,551.81,2640,4194.34,39.63,33.19,2555,439
881999,1710777680, 2024/3/18 16:1:20,54.28,28.39,552.19,2640.19,4194.34,39.63,33.19,2555,440
883998,1710777682, 2024/3/18 16:1:22,54.27,28.39,553.13,2640.94,4184.57,39.44,33.27,2555,441
885999,1710777684, 2024/3/18 16:1:24,54.26,28.4,553.31,2640.94,4184.57,39.44,33.27,2555,442
887999,1710777686, 2024/3/18 16:1:26,54.27,28.4,553.88,2640.94,4184.57,39.44,33.27,2555,443
889999,1710777688, 2024/3/18 16:1:28,54.27,28.41,554.25,2641.31,4184.57,39.44,33.27,2555,444
892000,1710777690, 2024/3/18 16:1:30,54.22,28.43,554.63,2641.31,4184.57,39.44,33.27,2555,445
893999,1710777692, 2024/3/18 16:1:32,54.21,28.4,555,2641.31,4184.57,39.44,33.27,2555,446
895998,1710777694, 2024/3/18 16:1:34,54.23,28.41,555.38,2641.5,4184.57,39.44,33.27,2555,447
897998,1710777696, 2024/3/18 16:1:36,54.18,28.43,555.19,2640.94,4194.34,39.44,33.27,2555,448
899999,1710777698, 2024/3/18 16:1:38,54.19,28.42,555.56,2640.94,4194.34,39.44,33.27,2555,449
901998,1710777700, 2024/3/18 16:1:40,54.18,28.45,555.94,2641.12,4194.34,39.44,33.27,2555,450
904000,1710777702, 2024/3/18 16:1:42,54.19,28.46,556.88,2641.69,4184.57,39.27,33.34,2550,451
905999,1710777704, 2024/3/18 16:1:44,54.16,28.45,557.25,2641.69,4184.57,39.27,33.34,2550,452
907999,1710777706, 2024/3/18 16:1:46,54.13,28.45,557.63,2641.87,4184.57,39.27,33.34,2550,453
909999,1710777708, 2024/3/18 16:1:48,54.11,28.45,558.19,2641.87,4184.57,39.27,33.34,2550,454
912000,1710777710, 2024/3/18 16:1:50,54.15,28.47,558.38,2642.06,4184.57,39.27,33.34,2550,455
913999,1710777712, 2024/3/18 16:1:52,54.13,28.46,558.75,2642.25,4096.68,39.27,33.34,2550,456
915999,1710777714, 2024/3/18 16:1:54,54.14,28.47,558.94,2642.25,4091.8,39.27,33.34,2550,457
917999,1710777716, 2024/3/18 16:1:56,54.11,28.48,558.94,2641.69,4194.34,39.27,33.34,2550,458
920000,1710777718, 2024/3/18 16:1:58,54.1,28.5,559.31,2641.87,4194.34,39.27,33.34,2550,459
921999,1710777720, 2024/3/18 16:2:0,54.07,28.47,559.69,2641.87,4194.34,39.27,33.34,2550,460
923999,1710777722, 2024/3/18 16:2:2,54.08,28.5,560.63,2642.44,4184.57,39.1,33.45,2561,461
925999,1710777724, 2024/3/18 16:2:4,54.05,28.52,561,2642.81,4184.57,39.1,33.45,2561,462
927998,1710777726, 2024/3/18 16:2:6,54.06,28.51,561.56,2642.62,4184.57,39.1,33.45,2561,463
929999,1710777728, 2024/3/18 16:2:8,54.06,28.52,561.75,2642.62,4184.57,39.1,33.45,2561,464
931999,1710777730, 2024/3/18 16:2:10,54.04,28.52,562.13,2642.81,4184.57,39.1,33.45,2561,465
933999,1710777732, 2024/3/18 16:2:12,53.99,28.54,562.5,2643.19,4096.68,39.1,33.45,2561,466
935999,1710777734, 2024/3/18 16:2:14,54.04,28.54,562.88,2642.81,4096.68,39.1,33.45,2561,467
937999,1710777736, 2024/3/18 16:2:16,54.01,28.55,562.69,2642.44,4194.34,39.1,33.45,2561,468
939999,1710777738, 2024/3/18 16:2:18,54.01,28.53,563.06,2642.62,4194.34,39.1,33.45,2561,469
941999,1710777740, 2024/3/18 16:2:20,53.98,28.54,563.25,2642.62,4194.34,39.1,33.45,2561,470
944000,1710777742, 2024/3/18 16:2:22,53.98,28.56,564.19,2643.19,4184.57,38.92,33.53,2562,471
945998,1710777744, 2024/3/18 16:2:24,53.97,28.58,564.75,2643.37,4184.57,38.92,33.53,2562,472
947999,1710777746, 2024/3/18 16:2:26,53.97,28.59,565.13,2643.75,4184.57,38.92,33.53,2562,473
949999,1710777748, 2024/3/18 16:2:28,53.97,28.58,565.5,2643.37,4184.57,38.92,33.53,2562,474
951999,1710777750, 2024/3/18 16:2:30,53.96,28.58,565.69,2643.94,4184.57,38.92,33.53,2562,475
953999,1710777752, 2024/3/18 16:2:32,53.93,28.58,566.25,2643.94,4096.68,38.92,33.53,2562,476
956000,1710777754, 2024/3/18 16:2:34,53.94,28.6,566.44,2643.75,4096.68,38.92,33.53,2562,477
957999,1710777756, 2024/3/18 16:2:36,53.92,28.6,566.44,2643.19,4194.34,38.92,33.53,2562,478
960000,1710777758, 2024/3/18 16:2:38,53.91,28.61,566.81,2643.37,4194.34,38.92,33.53,2562,479
961999,1710777760, 2024/3/18 16:2:40,53.9,28.6,567.38,2643.37,4194.34,38.92,33.53,2562,480
963999,1710777763, 2024/3/18 16:2:43,53.89,28.61,568.31,2644.12,4184.57,38.77,33.58,2555,481
965999,1710777765, 2024/3/18 16:2:45,53.91,28.63,568.69,2644.12,4184.57,38.77,33.58,2555,482
967999,1710777767, 2024/3/18 16:2:47,53.89,28.63,569.06,2644.12,4184.57,38.77,33.58,2555,483
969999,1710777769, 2024/3/18 16:2:49,53.9,28.65,569.44,2644.31,4184.57,38.77,33.58,2555,484
971999,1710777771, 2024/3/18 16:2:51,53.86,28.64,569.81,2644.69,4184.57,38.77,33.58,2555,485
973999,1710777773, 2024/3/18 16:2:53,53.85,28.65,570,2644.69,4096.68,38.77,33.58,2555,486
975998,1710777775, 2024/3/18 16:2:55,53.85,28.63,570.56,2644.5,4096.68,38.77,33.58,2555,487
