millis,stampunix,datetime,RH%,tempC,CH4smV, CH4rmV, VbatmV, K30_CO2, SampleNumber,Serial number,
9853499,1650887562, 2022/4/25 11:52:42,42.9,31.6,390.63,2299.8,4365.23,358,19707,1,
9854000,1650887563, 2022/4/25 11:52:43,42.9,31.6,390.63,2294.92,4365.23,358,19708,1,
9854499,1650887563, 2022/4/25 11:52:43,42.8,31.5,390.63,2294.92,4365.23,358,19709,1,
9855000,1650887564, 2022/4/25 11:52:44,42.8,31.5,390.63,2294.92,4365.23,358,19710,1,
9855499,1650887564, 2022/4/25 11:52:44,42.9,31.6,390.63,2294.92,4365.23,358,19711,1,
9855998,1650887565, 2022/4/25 11:52:45,42.8,31.5,390.63,2294.92,4365.23,358,19712,1,
9856499,1650887565, 2022/4/25 11:52:45,42.8,31.5,390.63,2294.92,4365.23,358,19713,1,
9856999,1650887566, 2022/4/25 11:52:46,42.9,31.6,390.63,2294.92,4365.23,358,19714,1,
9857499,1650887566, 2022/4/25 11:52:46,42.9,31.6,390.63,2294.92,4365.23,358,19715,1,
9857998,1650887567, 2022/4/25 11:52:47,42.8,31.5,390.63,2294.92,4384.77,358,19716,1,
9858500,1650887567, 2022/4/25 11:52:47,42.8,31.5,390.63,2294.92,4384.77,358,19717,1,
9859000,1650887568, 2022/4/25 11:52:48,42.8,31.5,390.63,2294.92,4384.77,358,19718,1,
9859500,1650887568, 2022/4/25 11:52:48,42.9,31.5,390.63,2290.04,4384.77,358,19719,1,
9860000,1650887569, 2022/4/25 11:52:49,42.9,31.5,390.63,2290.04,4384.77,358,19720,1,
9860499,1650887569, 2022/4/25 11:52:49,42.9,31.5,390.63,2290.04,4384.77,358,19721,1,
9860999,1650887570, 2022/4/25 11:52:50,42.9,31.5,390.63,2290.04,4384.77,358,19722,1,
9861498,1650887570, 2022/4/25 11:52:50,42.9,31.5,385.74,2290.04,4384.77,358,19723,1,
9861999,1650887571, 2022/4/25 11:52:51,42.9,31.5,385.74,2290.04,4384.77,358,19724,1,
9862500,1650887571, 2022/4/25 11:52:51,42.9,31.5,385.74,2290.04,4384.77,358,19725,1,
9862999,1650887572, 2022/4/25 11:52:52,42.9,31.5,385.74,2290.04,4384.77,358,19726,1,
9863499,1650887572, 2022/4/25 11:52:52,42.9,31.5,385.74,2290.04,4384.77,358,19727,1,
9863999,1650887573, 2022/4/25 11:52:53,42.9,31.5,385.74,2285.16,4384.77,358,19728,1,
9864499,1650887573, 2022/4/25 11:52:53,42.9,31.5,380.86,2285.16,4384.77,358,19729,1,
9864998,1650887574, 2022/4/25 11:52:54,42.9,31.5,385.74,2285.16,4384.77,358,19730,1,
9865499,1650887574, 2022/4/25 11:52:54,42.9,31.5,380.86,2285.16,4384.77,358,19731,1,
9865999,1650887575, 2022/4/25 11:52:55,42.9,31.5,380.86,2285.16,4384.77,358,19732,1,
9866499,1650887575, 2022/4/25 11:52:55,42.9,31.5,380.86,2285.16,4384.77,358,19733,1,
9866999,1650887576, 2022/4/25 11:52:56,42.9,31.5,380.86,2285.16,4384.77,358,19734,1,
9867499,1650887576, 2022/4/25 11:52:56,42.9,31.5,380.86,2285.16,4384.77,358,19735,1,
9867999,1650887577, 2022/4/25 11:52:57,42.9,31.5,380.86,2285.16,4384.77,358,19736,1,
9868498,1650887577, 2022/4/25 11:52:57,42.9,31.5,380.86,2285.16,4384.77,358,19737,1,
9868999,1650887578, 2022/4/25 11:52:58,42.9,31.5,380.86,2285.16,4384.77,359,19738,1,
9869499,1650887578, 2022/4/25 11:52:58,42.9,31.5,380.86,2285.16,4384.77,359,19739,1,
9869999,1650887579, 2022/4/25 11:52:59,42.9,31.5,380.86,2285.16,4384.77,359,19740,1,
9870498,1650887579, 2022/4/25 11:52:59,42.9,31.5,380.86,2285.16,4384.77,359,19741,1,
9871000,1650887580, 2022/4/25 11:53:0,42.9,31.5,380.86,2285.16,4384.77,359,19742,1,
9871500,1650887580, 2022/4/25 11:53:0,42.9,31.5,380.86,2285.16,4384.77,359,19743,1,
9872000,1650887581, 2022/4/25 11:53:1,42.9,31.5,380.86,2285.16,4384.77,359,19744,1,
9872500,1650887581, 2022/4/25 11:53:1,42.9,31.5,380.86,2285.16,4384.77,359,19745,1,
9872999,1650887582, 2022/4/25 11:53:2,42.9,31.5,380.86,2285.16,4384.77,359,19746,1,
9873499,1650887582, 2022/4/25 11:53:2,42.9,31.5,380.86,2285.16,4384.77,359,19747,1,
9873998,1650887583, 2022/4/25 11:53:3,43,31.5,380.86,2285.16,4384.77,359,19748,1,
9874499,1650887583, 2022/4/25 11:53:3,43,31.5,380.86,2285.16,4384.77,359,19749,1,
9874999,1650887584, 2022/4/25 11:53:4,43,31.5,380.86,2285.16,4384.77,359,19750,1,
9875499,1650887584, 2022/4/25 11:53:4,43,31.5,380.86,2280.27,4384.77,359,19751,1,
9875999,1650887585, 2022/4/25 11:53:5,43,31.5,380.86,2280.27,4384.77,359,19752,1,
9876500,1650887585, 2022/4/25 11:53:5,43,31.5,380.86,2280.27,4384.77,359,19753,1,
9877000,1650887586, 2022/4/25 11:53:6,43,31.5,380.86,2280.27,4384.77,359,19754,1,
9877499,1650887586, 2022/4/25 11:53:6,43,31.5,380.86,2280.27,4384.77,359,19755,1,
9877999,1650887587, 2022/4/25 11:53:7,43,31.5,380.86,2280.27,4384.77,359,19756,1,
9878499,1650887587, 2022/4/25 11:53:7,43,31.5,380.86,2280.27,4384.77,359,19757,1,
9878999,1650887588, 2022/4/25 11:53:8,43,31.5,380.86,2280.27,4384.77,359,19758,1,
9879499,1650887588, 2022/4/25 11:53:8,43,31.5,380.86,2280.27,4384.77,359,19759,1,
9879999,1650887589, 2022/4/25 11:53:9,43,31.5,380.86,2280.27,4384.77,359,19760,1,
9880499,1650887589, 2022/4/25 11:53:9,43,31.5,380.86,2280.27,4384.77,359,19761,1,
9880998,1650887590, 2022/4/25 11:53:10,43,31.5,380.86,2280.27,4384.77,359,19762,1,
9881500,1650887591, 2022/4/25 11:53:11,43,31.5,380.86,2280.27,4384.77,359,19763,1,
9881999,1650887591, 2022/4/25 11:53:11,43,31.5,380.86,2280.27,4384.77,359,19764,1,
9882500,1650887592, 2022/4/25 11:53:12,43,31.5,380.86,2280.27,4384.77,359,19765,1,
9882999,1650887592, 2022/4/25 11:53:12,43,31.5,380.86,2280.27,4384.77,359,19766,1,
9883499,1650887593, 2022/4/25 11:53:13,42.9,31.4,380.86,2275.39,4384.77,359,19767,1,
9884000,1650887593, 2022/4/25 11:53:13,43,31.5,380.86,2275.39,4384.77,359,19768,1,
9884499,1650887594, 2022/4/25 11:53:14,43,31.5,380.86,2280.27,4384.77,359,19769,1,
9884998,1650887594, 2022/4/25 11:53:14,43,31.4,380.86,2280.27,4384.77,359,19770,1,
9885499,1650887595, 2022/4/25 11:53:15,43,31.4,380.86,2275.39,4384.77,359,19771,1,
9885999,1650887595, 2022/4/25 11:53:15,43,31.4,380.86,2275.39,4384.77,359,19772,1,
9886499,1650887596, 2022/4/25 11:53:16,43,31.5,380.86,2280.27,4384.77,359,19773,1,
9886999,1650887596, 2022/4/25 11:53:16,43,31.4,380.86,2275.39,4384.77,359,19774,1,
9887499,1650887597, 2022/4/25 11:53:17,43,31.5,380.86,2275.39,4384.77,359,19775,1,
9888000,1650887597, 2022/4/25 11:53:17,43.1,31.5,380.86,2275.39,4384.77,359,19776,1,
9888498,1650887598, 2022/4/25 11:53:18,43,31.4,380.86,2275.39,4384.77,359,19777,1,
9889000,1650887598, 2022/4/25 11:53:18,43,31.4,380.86,2275.39,4384.77,359,19778,1,
9889500,1650887599, 2022/4/25 11:53:19,43,31.4,380.86,2275.39,4384.77,359,19779,1,
9889998,1650887599, 2022/4/25 11:53:19,43,31.4,380.86,2275.39,4384.77,359,19780,1,
9890500,1650887600, 2022/4/25 11:53:20,43,31.4,380.86,2275.39,4384.77,359,19781,1,
9890999,1650887600, 2022/4/25 11:53:20,43,31.4,380.86,2280.27,4384.77,359,19782,1,
9891500,1650887601, 2022/4/25 11:53:21,43.1,31.5,380.86,2275.39,4384.77,359,19783,1,
9891998,1650887601, 2022/4/25 11:53:21,43,31.4,380.86,2275.39,4384.77,359,19784,1,
9892499,1650887602, 2022/4/25 11:53:22,43,31.4,380.86,2275.39,4384.77,359,19785,1,
9893000,1650887602, 2022/4/25 11:53:22,43,31.4,380.86,2275.39,4384.77,359,19786,1,
9893499,1650887603, 2022/4/25 11:53:23,43,31.4,380.86,2275.39,4384.77,359,19787,1,
9893999,1650887603, 2022/4/25 11:53:23,43,31.4,380.86,2275.39,4384.77,359,19788,1,
9894499,1650887604, 2022/4/25 11:53:24,43,31.4,380.86,2275.39,4384.77,359,19789,1,
9894999,1650887604, 2022/4/25 11:53:24,43,31.4,380.86,2275.39,4384.77,359,19790,1,
9895499,1650887605, 2022/4/25 11:53:25,43,31.4,380.86,2275.39,4384.77,359,19791,1,
9895999,1650887605, 2022/4/25 11:53:25,43.1,31.4,380.86,2275.39,4384.77,359,19792,1,
9896499,1650887606, 2022/4/25 11:53:26,43,31.4,380.86,2275.39,4384.77,359,19793,1,
9897000,1650887606, 2022/4/25 11:53:26,43,31.4,380.86,2275.39,4384.77,359,19794,1,
9897499,1650887607, 2022/4/25 11:53:27,43,31.4,380.86,2275.39,4384.77,359,19795,1,
9897999,1650887607, 2022/4/25 11:53:27,43,31.4,380.86,2275.39,4384.77,359,19796,1,
9898499,1650887608, 2022/4/25 11:53:28,43.1,31.4,380.86,2275.39,4384.77,359,19797,1,
9898999,1650887608, 2022/4/25 11:53:28,43.1,31.4,380.86,2275.39,4384.77,359,19798,1,
9899499,1650887609, 2022/4/25 11:53:29,43,31.4,380.86,2275.39,4384.77,359,19799,1,
9899999,1650887609, 2022/4/25 11:53:29,43.1,31.5,380.86,2275.39,4384.77,359,19800,1,
9900499,1650887610, 2022/4/25 11:53:30,43.1,31.4,380.86,2275.39,4384.77,359,19801,1,
9900999,1650887610, 2022/4/25 11:53:30,43.1,31.4,380.86,2275.39,4384.77,359,19802,1,
9901499,1650887611, 2022/4/25 11:53:31,43.1,31.4,380.86,2275.39,4384.77,359,19803,1,
9902000,1650887611, 2022/4/25 11:53:31,43.1,31.4,380.86,2275.39,4384.77,359,19804,1,
9902498,1650887612, 2022/4/25 11:53:32,43.1,31.4,380.86,2275.39,4384.77,359,19805,1,
9902999,1650887612, 2022/4/25 11:53:32,43.1,31.4,380.86,2275.39,4384.77,359,19806,1,
9903500,1650887613, 2022/4/25 11:53:33,43.1,31.5,380.86,2275.39,4384.77,359,19807,1,
9903998,1650887613, 2022/4/25 11:53:33,43.1,31.4,380.86,2275.39,4384.77,359,19808,1,
9904499,1650887614, 2022/4/25 11:53:34,43.1,31.5,380.86,2275.39,4384.77,359,19809,1,
9904999,1650887614, 2022/4/25 11:53:34,43.1,31.5,380.86,2280.27,4384.77,358,19810,1,
9905500,1650887615, 2022/4/25 11:53:35,43.1,31.5,380.86,2280.27,4384.77,358,19811,1,
9905999,1650887615, 2022/4/25 11:53:35,43.1,31.5,380.86,2280.27,4384.77,358,19812,1,
9906498,1650887616, 2022/4/25 11:53:36,43.1,31.5,380.86,2280.27,4384.77,358,19813,1,
9907000,1650887616, 2022/4/25 11:53:36,43.1,31.5,380.86,2280.27,4384.77,359,19814,1,
9907500,1650887617, 2022/4/25 11:53:37,43.1,31.5,380.86,2280.27,4384.77,359,19815,1,
9907998,1650887617, 2022/4/25 11:53:37,43.1,31.5,380.86,2280.27,4384.77,359,19816,1,
9908500,1650887618, 2022/4/25 11:53:38,43.1,31.5,380.86,2280.27,4384.77,359,19817,1,
9909000,1650887618, 2022/4/25 11:53:38,43.1,31.5,380.86,2280.27,4384.77,359,19818,1,
9909499,1650887619, 2022/4/25 11:53:39,43.1,31.5,380.86,2280.27,4384.77,358,19819,1,
9909999,1650887619, 2022/4/25 11:53:39,43.1,31.5,380.86,2280.27,4384.77,358,19820,1,
9910500,1650887620, 2022/4/25 11:53:40,43.1,31.5,380.86,2280.27,4384.77,359,19821,1,
9911000,1650887620, 2022/4/25 11:53:40,43.1,31.5,380.86,2280.27,4384.77,359,19822,1,
9911498,1650887621, 2022/4/25 11:53:41,43.1,31.5,380.86,2280.27,4384.77,359,19823,1,
9912000,1650887621, 2022/4/25 11:53:41,43.1,31.5,380.86,2280.27,4384.77,358,19824,1,
9912499,1650887622, 2022/4/25 11:53:42,43.1,31.5,380.86,2280.27,4384.77,358,19825,1,
9912999,1650887622, 2022/4/25 11:53:42,43.1,31.5,380.86,2280.27,4384.77,358,19826,1,
9913500,1650887623, 2022/4/25 11:53:43,43.1,31.5,380.86,2280.27,4384.77,358,19827,1,
9913999,1650887623, 2022/4/25 11:53:43,43.1,31.5,380.86,2280.27,4384.77,358,19828,1,
9914499,1650887624, 2022/4/25 11:53:44,43.2,31.5,380.86,2285.16,4384.77,358,19829,1,
9914999,1650887624, 2022/4/25 11:53:44,43.1,31.5,380.86,2285.16,4384.77,358,19830,1,
9915499,1650887625, 2022/4/25 11:53:45,43.1,31.5,380.86,2285.16,4384.77,358,19831,1,
9915999,1650887625, 2022/4/25 11:53:45,43.1,31.5,380.86,2285.16,4384.77,358,19832,1,
9916498,1650887626, 2022/4/25 11:53:46,43.2,31.5,380.86,2285.16,4384.77,358,19833,1,
9916999,1650887626, 2022/4/25 11:53:46,43.1,31.5,380.86,2285.16,4384.77,357,19834,1,
9917500,1650887627, 2022/4/25 11:53:47,43.2,31.5,380.86,2285.16,4384.77,357,19835,1,
9917999,1650887627, 2022/4/25 11:53:47,43.2,31.5,380.86,2285.16,4384.77,357,19836,1,
9918498,1650887628, 2022/4/25 11:53:48,43.2,31.5,380.86,2285.16,4384.77,357,19837,1,
9918999,1650887628, 2022/4/25 11:53:48,43.2,31.5,380.86,2285.16,4384.77,357,19838,1,
9919500,1650887629, 2022/4/25 11:53:49,43.2,31.5,380.86,2285.16,4384.77,357,19839,1,
9919998,1650887629, 2022/4/25 11:53:49,43.2,31.5,380.86,2285.16,4384.77,357,19840,1,
9920499,1650887630, 2022/4/25 11:53:50,43.2,31.5,380.86,2285.16,4384.77,357,19841,1,
9920999,1650887630, 2022/4/25 11:53:50,43.2,31.5,380.86,2285.16,4384.77,357,19842,1,
9921500,1650887631, 2022/4/25 11:53:51,43.2,31.5,380.86,2285.16,4384.77,357,19843,1,
9922000,1650887631, 2022/4/25 11:53:51,43.2,31.5,380.86,2285.16,4384.77,357,19844,1,
9922499,1650887632, 2022/4/25 11:53:52,43.2,31.5,380.86,2285.16,4355.47,357,19845,1,
9922999,1650887632, 2022/4/25 11:53:52,43.2,31.5,380.86,2285.16,4355.47,357,19846,1,
9923499,1650887633, 2022/4/25 11:53:53,43.3,31.6,380.86,2285.16,4355.47,357,19847,1,
9923999,1650887633, 2022/4/25 11:53:53,43.2,31.5,380.86,2290.04,4355.47,357,19848,1,
9924499,1650887634, 2022/4/25 11:53:54,43.2,31.5,380.86,2290.04,4355.47,357,19849,1,
9924999,1650887634, 2022/4/25 11:53:54,43.2,31.5,380.86,2290.04,4355.47,357,19850,1,
9925499,1650887635, 2022/4/25 11:53:55,43.2,31.5,380.86,2290.04,4355.47,357,19851,1,
9925999,1650887635, 2022/4/25 11:53:55,43.2,31.5,390.63,2290.04,4355.47,357,19852,1,
9926499,1650887636, 2022/4/25 11:53:56,43.2,31.5,395.51,2290.04,4355.47,357,19853,1,
9926999,1650887636, 2022/4/25 11:53:56,43.2,31.5,390.63,2290.04,4360.35,357,19854,1,
9927499,1650887637, 2022/4/25 11:53:57,43.2,31.5,390.63,2290.04,4360.35,357,19855,1,
9927999,1650887637, 2022/4/25 11:53:57,43.2,31.5,390.63,2290.04,4360.35,357,19856,1,
9928499,1650887638, 2022/4/25 11:53:58,43.2,31.5,390.63,2290.04,4360.35,357,19857,1,
9928998,1650887638, 2022/4/25 11:53:58,43.2,31.5,390.63,2290.04,4360.35,357,19858,1,
9929500,1650887639, 2022/4/25 11:53:59,43.2,31.5,390.63,2290.04,4360.35,357,19859,1,
9930000,1650887639, 2022/4/25 11:53:59,43.2,31.5,390.63,2290.04,4365.23,357,19860,1,
9930499,1650887640, 2022/4/25 11:54:0,43.2,31.5,390.63,2290.04,4365.23,357,19861,1,
9930999,1650887640, 2022/4/25 11:54:0,43.2,31.5,390.63,2290.04,4365.23,357,19862,1,
9931499,1650887641, 2022/4/25 11:54:1,43.2,31.5,390.63,2290.04,4365.23,357,19863,1,
9932000,1650887641, 2022/4/25 11:54:1,43.2,31.5,390.63,2290.04,4365.23,357,19864,1,
9932499,1650887642, 2022/4/25 11:54:2,43.2,31.5,390.63,2285.16,4365.23,357,19865,1,
9932999,1650887642, 2022/4/25 11:54:2,43.2,31.5,390.63,2285.16,4365.23,357,19866,1,
9933499,1650887643, 2022/4/25 11:54:3,43.2,31.5,390.63,2285.16,4365.23,357,19867,1,
9933999,1650887643, 2022/4/25 11:54:3,43.2,31.5,390.63,2285.16,4365.23,357,19868,1,
9934498,1650887644, 2022/4/25 11:54:4,43.3,31.5,390.63,2285.16,4365.23,357,19869,1,
9935000,1650887644, 2022/4/25 11:54:4,43.3,31.5,390.63,2285.16,4365.23,357,19870,1,
9935500,1650887645, 2022/4/25 11:54:5,43.2,31.5,390.63,2285.16,4365.23,357,19871,1,
9935998,1650887646, 2022/4/25 11:54:6,43.3,31.5,390.63,2285.16,4365.23,357,19872,1,
9936499,1650887646, 2022/4/25 11:54:6,43.3,31.5,390.63,2285.16,4365.23,357,19873,1,
9936999,1650887647, 2022/4/25 11:54:7,43.3,31.5,390.63,2285.16,4365.23,357,19874,1,
9937499,1650887647, 2022/4/25 11:54:7,43.3,31.5,390.63,2285.16,4365.23,357,19875,1,
9937998,1650887648, 2022/4/25 11:54:8,43.3,31.5,390.63,2285.16,4365.23,357,19876,1,
9938499,1650887648, 2022/4/25 11:54:8,43.3,31.5,390.63,2285.16,4365.23,357,19877,1,
9938999,1650887649, 2022/4/25 11:54:9,43.3,31.5,390.63,2285.16,4365.23,357,19878,1,
9939500,1650887649, 2022/4/25 11:54:9,43.3,31.5,390.63,2285.16,4365.23,357,19879,1,
9939999,1650887650, 2022/4/25 11:54:10,43.3,31.5,390.63,2285.16,4365.23,357,19880,1,
9940500,1650887650, 2022/4/25 11:54:10,43.3,31.5,390.63,2285.16,4365.23,357,19881,1,
9940999,1650887651, 2022/4/25 11:54:11,43.3,31.5,390.63,2285.16,4365.23,357,19882,1,
9941498,1650887651, 2022/4/25 11:54:11,43.3,31.5,390.63,2285.16,4365.23,357,19883,1,
9941999,1650887652, 2022/4/25 11:54:12,43.3,31.5,390.63,2285.16,4384.77,357,19884,1,
9942499,1650887652, 2022/4/25 11:54:12,43.3,31.5,390.63,2285.16,4384.77,357,19885,1,
9942999,1650887653, 2022/4/25 11:54:13,43.3,31.5,390.63,2285.16,4384.77,357,19886,1,
9943499,1650887653, 2022/4/25 11:54:13,43.3,31.5,390.63,2280.27,4384.77,357,19887,1,
9944000,1650887654, 2022/4/25 11:54:14,43.3,31.5,390.63,2280.27,4384.77,357,19888,1,
9944499,1650887654, 2022/4/25 11:54:14,43.3,31.5,390.63,2280.27,4384.77,357,19889,1,
9944998,1650887655, 2022/4/25 11:54:15,43.3,31.5,390.63,2280.27,4384.77,358,19890,1,
9945499,1650887655, 2022/4/25 11:54:15,43.3,31.5,380.86,2280.27,4384.77,357,19891,1,
9945999,1650887656, 2022/4/25 11:54:16,43.3,31.5,380.86,2280.27,4384.77,357,19892,1,
9946500,1650887656, 2022/4/25 11:54:16,43.3,31.5,380.86,2280.27,4384.77,357,19893,1,
9946999,1650887657, 2022/4/25 11:54:17,43.3,31.5,380.86,2280.27,4384.77,357,19894,1,
9947499,1650887657, 2022/4/25 11:54:17,43.3,31.5,380.86,2280.27,4384.77,357,19895,1,
9947999,1650887658, 2022/4/25 11:54:18,43.3,31.5,380.86,2280.27,4384.77,357,19896,1,
9948498,1650887658, 2022/4/25 11:54:18,43.3,31.5,380.86,2280.27,4384.77,357,19897,1,
9948999,1650887659, 2022/4/25 11:54:19,43.3,31.5,380.86,2280.27,4384.77,357,19898,1,
9949499,1650887659, 2022/4/25 11:54:19,43.3,31.5,380.86,2280.27,4384.77,357,19899,1,
9950000,1650887660, 2022/4/25 11:54:20,43.3,31.5,380.86,2280.27,4384.77,357,19900,1,
9950498,1650887660, 2022/4/25 11:54:20,43.3,31.5,380.86,2280.27,4384.77,357,19901,1,
9950999,1650887661, 2022/4/25 11:54:21,43.3,31.5,380.86,2280.27,4384.77,357,19902,1,
9951499,1650887661, 2022/4/25 11:54:21,43.3,31.5,380.86,2280.27,4384.77,357,19903,1,
9951998,1650887662, 2022/4/25 11:54:22,43.3,31.5,380.86,2280.27,4384.77,357,19904,1,
9952499,1650887662, 2022/4/25 11:54:22,43.3,31.4,380.86,2275.39,4384.77,357,19905,1,
9953000,1650887663, 2022/4/25 11:54:23,43.3,31.5,380.86,2275.39,4384.77,357,19906,1,
9953500,1650887663, 2022/4/25 11:54:23,43.3,31.5,380.86,2275.39,4384.77,357,19907,1,
9953999,1650887664, 2022/4/25 11:54:24,43.3,31.5,380.86,2275.39,4384.77,357,19908,1,
9954500,1650887664, 2022/4/25 11:54:24,43.4,31.5,380.86,2275.39,4384.77,357,19909,1,
9954999,1650887665, 2022/4/25 11:54:25,43.3,31.5,380.86,2275.39,4384.77,357,19910,1,
9955499,1650887665, 2022/4/25 11:54:25,43.3,31.5,380.86,2275.39,4384.77,357,19911,1,
9955999,1650887666, 2022/4/25 11:54:26,43.3,31.4,380.86,2275.39,4384.77,357,19912,1,
9956500,1650887666, 2022/4/25 11:54:26,43.4,31.5,380.86,2275.39,4384.77,357,19913,1,
9956999,1650887667, 2022/4/25 11:54:27,43.3,31.4,380.86,2275.39,4384.77,357,19914,1,
9957498,1650887667, 2022/4/25 11:54:27,43.3,31.4,380.86,2275.39,4384.77,357,19915,1,
9957999,1650887668, 2022/4/25 11:54:28,43.3,31.4,380.86,2275.39,4384.77,357,19916,1,
9958499,1650887668, 2022/4/25 11:54:28,43.4,31.5,380.86,2275.39,4384.77,357,19917,1,
9958999,1650887669, 2022/4/25 11:54:29,43.3,31.4,380.86,2275.39,4384.77,357,19918,1,
9959499,1650887669, 2022/4/25 11:54:29,43.3,31.4,380.86,2275.39,4384.77,357,19919,1,
9959999,1650887670, 2022/4/25 11:54:30,43.3,31.4,380.86,2275.39,4384.77,357,19920,1,
9960499,1650887670, 2022/4/25 11:54:30,43.3,31.4,380.86,2275.39,4384.77,357,19921,1,
9960999,1650887671, 2022/4/25 11:54:31,43.3,31.4,380.86,2275.39,4384.77,357,19922,1,
9961500,1650887671, 2022/4/25 11:54:31,43.3,31.4,380.86,2275.39,4384.77,357,19923,1,
9961999,1650887672, 2022/4/25 11:54:32,43.3,31.4,380.86,2275.39,4384.77,357,19924,1,
9962500,1650887672, 2022/4/25 11:54:32,43.3,31.4,380.86,2275.39,4384.77,357,19925,1,
9962999,1650887673, 2022/4/25 11:54:33,43.3,31.4,380.86,2275.39,4384.77,357,19926,1,
9963499,1650887673, 2022/4/25 11:54:33,43.3,31.4,380.86,2275.39,4384.77,357,19927,1,
9963999,1650887674, 2022/4/25 11:54:34,43.4,31.4,380.86,2275.39,4384.77,357,19928,1,
9964498,1650887674, 2022/4/25 11:54:34,43.4,31.4,380.86,2275.39,4384.77,357,19929,1,
9964999,1650887675, 2022/4/25 11:54:35,43.4,31.4,380.86,2275.39,4384.77,357,19930,1,
9965499,1650887675, 2022/4/25 11:54:35,43.3,31.4,380.86,2275.39,4384.77,357,19931,1,
9966000,1650887676, 2022/4/25 11:54:36,43.4,31.4,380.86,2275.39,4384.77,357,19932,1,
9966499,1650887676, 2022/4/25 11:54:36,43.4,31.4,380.86,2275.39,4384.77,357,19933,1,
9966999,1650887677, 2022/4/25 11:54:37,43.4,31.4,380.86,2275.39,4384.77,357,19934,1,
9967499,1650887677, 2022/4/25 11:54:37,43.4,31.4,380.86,2275.39,4384.77,357,19935,1,
9968000,1650887678, 2022/4/25 11:54:38,43.4,31.4,380.86,2275.39,4384.77,357,19936,1,
9968499,1650887678, 2022/4/25 11:54:38,43.4,31.4,380.86,2270.51,4384.77,357,19937,1,
9968999,1650887679, 2022/4/25 11:54:39,43.4,31.4,380.86,2275.39,4384.77,357,19938,1,
9969499,1650887679, 2022/4/25 11:54:39,43.4,31.4,380.86,2270.51,4384.77,357,19939,1,
9969999,1650887680, 2022/4/25 11:54:40,43.4,31.4,380.86,2275.39,4384.77,357,19940,1,
9970499,1650887680, 2022/4/25 11:54:40,43.4,31.4,380.86,2275.39,4384.77,357,19941,1,
9970999,1650887681, 2022/4/25 11:54:41,43.4,31.4,380.86,2270.51,4384.77,357,19942,1,
9971500,1650887681, 2022/4/25 11:54:41,43.4,31.4,380.86,2270.51,4384.77,357,19943,1,
9971999,1650887682, 2022/4/25 11:54:42,43.4,31.4,380.86,2270.51,4384.77,357,19944,1,
9972499,1650887682, 2022/4/25 11:54:42,43.4,31.4,380.86,2270.51,4384.77,357,19945,1,
9972999,1650887683, 2022/4/25 11:54:43,43.4,31.4,380.86,2270.51,4384.77,357,19946,1,
9973499,1650887683, 2022/4/25 11:54:43,43.4,31.4,380.86,2270.51,4384.77,357,19947,1,
9973999,1650887684, 2022/4/25 11:54:44,43.4,31.4,380.86,2270.51,4384.77,357,19948,1,
9974499,1650887684, 2022/4/25 11:54:44,43.4,31.4,380.86,2270.51,4384.77,357,19949,1,
9974999,1650887685, 2022/4/25 11:54:45,43.4,31.4,380.86,2270.51,4384.77,357,19950,1,
9975499,1650887685, 2022/4/25 11:54:45,43.4,31.4,380.86,2270.51,4384.77,357,19951,1,
9975999,1650887686, 2022/4/25 11:54:46,43.4,31.4,380.86,2270.51,4384.77,357,19952,1,
9976500,1650887686, 2022/4/25 11:54:46,43.4,31.4,380.86,2270.51,4384.77,357,19953,1,
9976999,1650887687, 2022/4/25 11:54:47,43.4,31.4,380.86,2270.51,4384.77,357,19954,1,
9977498,1650887687, 2022/4/25 11:54:47,43.4,31.4,380.86,2270.51,4384.77,357,19955,1,
9978000,1650887688, 2022/4/25 11:54:48,43.4,31.4,380.86,2270.51,4384.77,357,19956,1,
9978500,1650887688, 2022/4/25 11:54:48,43.4,31.4,380.86,2270.51,4384.77,357,19957,1,
9978999,1650887689, 2022/4/25 11:54:49,43.4,31.4,380.86,2270.51,4384.77,357,19958,1,
9979500,1650887689, 2022/4/25 11:54:49,43.4,31.4,380.86,2270.51,4384.77,357,19959,1,
9979999,1650887690, 2022/4/25 11:54:50,43.4,31.4,380.86,2270.51,4384.77,357,19960,1,
9980498,1650887690, 2022/4/25 11:54:50,43.4,31.4,380.86,2270.51,4384.77,357,19961,1,
9981000,1650887691, 2022/4/25 11:54:51,43.4,31.4,380.86,2270.51,4384.77,357,19962,1,
9981499,1650887691, 2022/4/25 11:54:51,43.4,31.4,380.86,2270.51,4384.77,357,19963,1,
9981999,1650887692, 2022/4/25 11:54:52,43.4,31.4,380.86,2270.51,4384.77,357,19964,1,
9982499,1650887692, 2022/4/25 11:54:52,43.4,31.4,380.86,2270.51,4384.77,357,19965,1,
9982999,1650887693, 2022/4/25 11:54:53,43.5,31.4,380.86,2270.51,4384.77,357,19966,1,
9983499,1650887693, 2022/4/25 11:54:53,43.5,31.4,380.86,2270.51,4384.77,357,19967,1,
9984000,1650887694, 2022/4/25 11:54:54,43.5,31.4,380.86,2270.51,4384.77,357,19968,1,
9984499,1650887694, 2022/4/25 11:54:54,43.5,31.4,380.86,2270.51,4384.77,357,19969,1,
9984999,1650887695, 2022/4/25 11:54:55,43.5,31.4,380.86,2270.51,4384.77,357,19970,1,
